Gene1,Gene2,Score
IKZF1,RAD21,572.0
IKZF1,ZFP275,666.0
IKZF1,SATB1,366.0
IKZF1,NOTCH1,312.0
IKZF1,POLR1B,395.0
IKZF1,AFF4,348.0
IKZF1,PWP1,324.0
IKZF1,EGR1,319.0
IKZF1,MAPK9,387.0
IKZF1,HDGF,535.0
IKZF1,THRB,390.0
IKZF1,TRIB3,323.0
IKZF1,HLF,386.0
IKZF1,HDAC11,412.0
IKZF1,NR4A1,259.0
IKZF1,RPA1,499.0
IKZF1,ZFP467,252.0
IKZF1,VHL,484.0
IKZF1,HCFC1,245.0
IKZF1,FOS,348.0
IKZF1,LMO4,225.0
IKZF1,TAF12,370.0
IKZF1,TSC22D3,303.0
IKZF1,BLZF1,463.0
IKZF1,IRF8,358.0
IKZF1,NRF1,350.0
IKZF1,CTR9,288.0
IKZF1,EPAS1,222.0
IKZF1,ZBTB10,287.0
IKZF1,TAF1,324.0
IKZF1,MED16,220.0
IKZF1,ZFP30,288.0
IKZF1,ELF4,376.0
IKZF1,ESR1,249.0
IKZF1,ELP2,279.0
IKZF1,PML,346.0
IKZF1,RAI14,384.0
IKZF1,ZFP592,303.0
IKZF1,ELL2,249.0
IKZF1,KLF1,295.0
IKZF1,BMI1,272.0
IKZF1,E2F6,213.0
IKZF1,RORC,521.0
IKZF1,ZFP36,195.0
IKZF1,CBX7,209.0
IKZF1,NUPR1,207.0
IKZF1,CREB5,129.0
IKZF1,PLAG1,204.0
IKZF1,RORA,213.0
IKZF1,YBX1,241.0
IKZF1,DDX58,215.0
IKZF1,SOX6,309.0
IKZF1,NFATC1,148.0
IKZF1,SMAD2,245.0
IKZF1,NR2C1,238.0
IKZF1,HDAC9,196.0
IKZF1,MEIS1,293.0
IKZF1,TLE2,107.0
IKZF1,PPARGC1A,159.0
IKZF1,PBX1,135.0
IKZF1,PRDM5,177.0
IKZF1,NFIA,159.0
IKZF1,IRF6,158.0
IKZF1,TEAD3,156.0
IKZF1,XRCC3,142.0
IKZF1,EPOR,128.0
IKZF1,BATF2,119.0
IRF1,HDAC2,2137.0
IRF1,TLR4,1521.0
IRF1,FOS,1829.0
IRF1,BATF2,1240.0
IRF1,DDX58,1417.0
IRF1,MCM4,1382.0
IRF1,MYNN,1418.0
IRF1,IFI204,774.0
IRF1,ETS1,607.0
IRF1,TCF12,525.0
IRF1,SMARCA2,883.0
IRF1,KLF3,1112.0
IRF1,TOX4,623.0
IRF1,IRF5,502.0
IRF1,MEF2C,491.0
IRF1,ESR1,705.0
IRF1,THRB,642.0
IRF1,NFAT5,616.0
IRF1,MED16,298.0
IRF1,MEIS1,215.0
IRF1,RARB,323.0
IRF1,SP4,319.0
IRF1,RNF4,426.0
IRF1,DEK,404.0
IRF1,PLAG1,312.0
IRF1,PML,304.0
IRF1,NFATC1,203.0
IRF1,GTF3C3,233.0
IRF1,DCP1A,150.0
IRF1,ZEB2,194.0
IRF1,STAT3,191.0
IRF1,REXO4,106.0
IRF1,AFF4,268.0
IRF1,EGR1,129.0
IRF1,PRDM16,236.0
IRF1,CBFB,231.0
IRF1,ZFP592,217.0
IRF1,TAF1,123.0
IRF1,E2F4,114.0
IRF1,POLR3F,191.0
IRF1,PA2G4,175.0
IRF1,HCLS1,161.0
IRF1,LMO4,152.0
IRF1,MIS18BP1,131.0
IRF1,ZBTB20,124.0
IRF1,XPC,114.0
IRF1,SRSF1,114.0
IRF8,TLR4,2659.0
IRF8,IRF5,2024.0
IRF8,ZEB2,2429.0
IRF8,XRCC5,1278.0
IRF8,ARID3B,869.0
IRF8,HCLS1,879.0
IRF8,DEK,858.0
IRF8,IFI204,523.0
IRF8,E2F8,469.0
IRF8,MEF2C,949.0
IRF8,TOX4,579.0
IRF8,IKZF1,610.0
IRF8,RARB,392.0
IRF8,BLZF1,586.0
IRF8,PML,575.0
IRF8,NFATC2,469.0
IRF8,ZKSCAN6,221.0
IRF8,DDX20,213.0
IRF8,DCP1A,332.0
IRF8,NFAT5,251.0
IRF8,WDR5,407.0
IRF8,ZDHHC13,218.0
IRF8,ZDHHC6,238.0
IRF8,XRCC6,310.0
IRF8,ELP3,245.0
IRF8,GFI1B,406.0
IRF8,SRSF1,215.0
IRF8,ABL1,253.0
IRF8,TCF19,179.0
IRF8,MCM7,135.0
IRF8,REXO4,159.0
IRF8,CREB5,139.0
IRF8,MCM4,138.0
IRF8,TCF12,181.0
IRF8,CENPK,173.0
IRF8,GTF3C3,150.0
IRF8,CBFB,158.0
IRF8,BTAF1,143.0
IRF8,BATF2,146.0
IRF8,NOTCH1,235.0
IRF8,E2F4,224.0
IRF8,MIS18BP1,105.0
IRF8,GTF2H1,194.0
IRF8,XPC,109.0
IRF8,FOS,101.0
IRF8,MEIS1,147.0
IRF8,NFE2L2,143.0
IRF8,FEM1B,134.0
IRF8,PRDM4,132.0
IRF8,HDGF,127.0
IRF8,SMARCA2,123.0
IRF8,ZBTB20,117.0
IRF8,TRPS1,111.0
IRF8,ESR1,111.0
IRF8,RNF4,109.0
IRF8,PHB2,107.0
IRF8,NUPR1,102.0
IRF8,MYC,553.0
JUN,CREB5,2207.0
JUN,BTG2,1839.0
JUN,IFI204,2196.0
JUN,SPI1,1631.0
JUN,ZBTB10,2133.0
JUN,IRF5,1661.0
JUN,NFKBIA,1453.0
JUN,KLF6,1179.0
JUN,TRIB3,1515.0
JUN,SMARCA2,1161.0
JUN,ZKSCAN6,1425.0
JUN,RUVBL2,1169.0
JUN,ZEB2,1092.0
JUN,REL,1613.0
JUN,TCF12,950.0
JUN,BTAF1,1093.0
JUN,ZSCAN21,885.0
JUN,FEM1B,1617.0
JUN,E2F8,1524.0
JUN,HCLS1,907.0
JUN,ARID3B,1199.0
JUN,DDX20,822.0
JUN,NFE2,911.0
JUN,STAT3,648.0
JUN,NR4A1,1212.0
JUN,ABTB1,738.0
JUN,TLR4,809.0
JUN,VDR,794.0
JUN,GTF2F1,593.0
JUN,NUPR1,1415.0
JUN,RARB,1136.0
JUN,RELB,1666.0
JUN,DCP1A,975.0
JUN,PRDM4,1813.0
JUN,ZBTB43,492.0
JUN,NFE2L2,1297.0
JUN,KLF3,687.0
JUN,XRCC6,523.0
JUN,PHB2,484.0
JUN,TOX4,590.0
JUN,NFATC1,1256.0
JUN,ZKSCAN17,948.0
JUN,ZDHHC13,865.0
JUN,HDGF,1264.0
JUN,ELF4,617.0
JUN,ETS1,805.0
JUN,MEF2C,815.0
JUN,GTF2H1,473.0
JUN,TRPS1,462.0
JUN,AHCTF1,482.0
JUN,IRF1,1312.0
JUN,RORA,731.0
JUN,ELL2,513.0
JUN,TOPORS,662.0
JUN,PA2G4,523.0
JUN,RAD51,536.0
JUN,POLR2B,410.0
JUN,MED16,385.0
JUN,SP4,502.0
JUN,XPC,476.0
JUN,PWP1,543.0
JUN,XAB2,462.0
JUN,AFF4,555.0
JUN,E2F6,927.0
JUN,BMI1,604.0
JUN,ORC2,433.0
JUN,MCM4,449.0
JUN,POLR1B,312.0
JUN,SRSF1,385.0
JUN,HLF,458.0
JUN,RAD21,770.0
JUN,NR2C1,459.0
JUN,MIS18BP1,644.0
JUN,CBFB,456.0
JUN,DEK,647.0
JUN,CNOT7,575.0
JUN,TAF1,335.0
JUN,E2F4,365.0
JUN,APBB1,592.0
JUN,PLAG1,719.0
JUN,ELP3,513.0
JUN,FOS,388.0
JUN,EYA1,512.0
JUN,MYNN,542.0
JUN,TCF19,414.0
JUN,BATF2,470.0
JUN,IKZF1,518.0
JUN,BLZF1,334.0
JUN,DDX58,496.0
JUN,RPA2,324.0
JUN,CTR9,333.0
JUN,MCM5,254.0
JUN,CENPK,274.0
JUN,XRCC5,430.0
JUN,NFAT5,687.0
JUN,TTF1,435.0
JUN,EGR1,505.0
JUN,HIST1H1C,426.0
JUN,MCM2,291.0
JUN,MAPK1,385.0
JUN,PBX1,340.0
JUN,HDAC2,315.0
JUN,POLR3F,221.0
JUN,ELP2,351.0
JUN,RNF4,265.0
JUN,RPA1,207.0
JUN,MCM7,360.0
JUN,ZDHHC6,399.0
JUN,BUB3,238.0
JUN,HDAC9,273.0
JUN,HNRNPAB,397.0
JUN,EYA2,855.0
JUN,LMO4,231.0
JUN,RAI14,587.0
JUN,ABL1,244.0
JUN,HMGB2,259.0
JUN,SATB1,875.0
JUN,RB1,294.0
JUN,RNF19A,223.0
JUN,WDR5,230.0
JUN,KDM6A,218.0
JUN,ZZZ3,241.0
JUN,MEIS1,268.0
JUN,MXD3,341.0
JUN,ERCC8,226.0
JUN,TTF2,199.0
JUN,JARID2,213.0
JUN,TSC22D3,192.0
JUN,AHR,218.0
JUN,GTF2E1,234.0
JUN,GTF3C3,487.0
JUN,ZFP143,256.0
JUN,NFXL1,312.0
JUN,GFI1B,303.0
JUN,SMAD2,359.0
JUN,ZFP110,431.0
JUN,HDAC7,420.0
JUN,YBX1,289.0
JUN,ESR1,310.0
JUN,REXO4,248.0
JUN,ID2,258.0
JUN,MYC,433.0
JUN,NRF1,220.0
JUN,TAF12,261.0
JUN,H1F0,258.0
JUN,IRF8,429.0
JUN,RUNX2,342.0
JUN,SNAPC3,201.0
JUN,MCM3,208.0
JUN,SNRPB,280.0
JUN,MAPK9,181.0
JUN,CSRP3,292.0
JUN,VHL,234.0
JUN,SLA2,185.0
JUN,NR3C2,310.0
JUN,RORC,462.0
JUN,XRCC3,141.0
JUN,TSHZ3,438.0
JUN,MCM6,227.0
JUN,THRB,310.0
JUN,EBF1,175.0
JUN,NOTCH1,312.0
JUN,SOX6,416.0
JUN,EPAS1,130.0
JUN,ZBTB20,208.0
JUN,PPARGC1A,226.0
JUN,HCFC1,138.0
JUN,GFI1,320.0
JUN,PRDM16,304.0
JUN,ZFP275,164.0
JUN,MYCN,145.0
JUN,PML,109.0
JUN,IRF6,207.0
JUN,PHF10,124.0
JUN,FOXO1,190.0
JUN,PRDM5,179.0
JUN,NFATC2,165.0
JUN,RUNX1T1,155.0
JUN,CITED4,155.0
JUN,MECOM,135.0
JUN,CBX7,135.0
JUN,ZFP592,118.0
JUN,ZFP36,102.0
KDM6A,REXO4,2018.0
KDM6A,ZDHHC6,1731.0
KDM6A,DCP1A,2148.0
KDM6A,GTF3C3,1590.0
KDM6A,POLR1B,1688.0
KDM6A,FEM1B,1452.0
KDM6A,ELP2,834.0
KDM6A,XRCC5,893.0
KDM6A,BUB3,852.0
KDM6A,XAB2,663.0
KDM6A,SRSF1,528.0
KDM6A,PHB2,608.0
KDM6A,NFXL1,619.0
KDM6A,PA2G4,639.0
KDM6A,WDR5,706.0
KDM6A,SNRPB,585.0
KDM6A,SNAPC3,681.0
KDM6A,MIS18BP1,339.0
KDM6A,ZFP143,353.0
KDM6A,RAD51,397.0
KDM6A,ZFP110,367.0
KDM6A,MYNN,277.0
KDM6A,AHCTF1,348.0
KDM6A,XPC,537.0
KDM6A,JARID2,459.0
KDM6A,ABL1,424.0
KDM6A,NFAT5,270.0
KDM6A,PRDM4,291.0
KDM6A,RAD21,488.0
KDM6A,GTF2E1,346.0
KDM6A,HIST1H1C,188.0
KDM6A,MCM3,224.0
KDM6A,TAF12,175.0
KDM6A,RPA2,190.0
KDM6A,POLR3F,189.0
KDM6A,POLR2B,260.0
KDM6A,TOX4,234.0
KDM6A,NFE2L2,199.0
KDM6A,E2F4,316.0
KDM6A,PLAG1,313.0
KDM6A,HDAC2,207.0
KDM6A,MAPK1,182.0
KDM6A,GTF2F1,280.0
KDM6A,MCM7,183.0
KDM6A,XRCC6,180.0
KDM6A,STAT3,184.0
KDM6A,HNRNPAB,162.0
KDM6A,ABTB1,177.0
KDM6A,ZBTB43,254.0
KDM6A,RNF4,130.0
KDM6A,BTAF1,133.0
KDM6A,PWP1,223.0
KDM6A,TCF12,115.0
KDM6A,RELB,214.0
KDM6A,ORC2,209.0
KDM6A,SP4,205.0
KDM6A,KLF3,127.0
KDM6A,GTF2H1,202.0
KDM6A,MED16,105.0
KDM6A,HMGB2,104.0
KDM6A,HCFC1,196.0
KDM6A,NR4A1,177.0
KDM6A,CENPK,177.0
KDM6A,ZZZ3,175.0
KDM6A,CTR9,172.0
KDM6A,AHR,158.0
KDM6A,MCM4,155.0
KDM6A,RUVBL2,153.0
KDM6A,CBFB,149.0
KDM6A,MCM5,147.0
KDM6A,SMARCA2,142.0
KDM6A,NR3C2,142.0
KDM6A,TCF19,139.0
KDM6A,CITED4,138.0
KDM6A,RPA1,137.0
KDM6A,BLZF1,136.0
KDM6A,YBX1,133.0
KDM6A,DDX20,131.0
KDM6A,AFF4,123.0
KDM6A,TOPORS,122.0
KDM6A,NFATC2,120.0
KDM6A,ELL2,120.0
KDM6A,CNOT7,120.0
KDM6A,XRCC3,118.0
KDM6A,ZKSCAN17,117.0
KDM6A,HDGF,117.0
KDM6A,BTG2,116.0
KDM6A,ZFP467,113.0
KDM6A,CBX7,113.0
KDM6A,FOS,108.0
KDM6A,ZSCAN21,102.0
KDM6A,EPAS1,101.0
MEF2C,HDAC9,545.0
MEF2C,KLF6,170.0
MEF2C,JUN,171.0
MEIS1,JARID2,2251.0
MEIS1,ZKSCAN6,2564.0
MEIS1,POLR3F,1882.0
MEIS1,HOXA9,1161.0
MEIS1,SMARCA2,1792.0
MEIS1,HIST1H1C,736.0
MEIS1,GTF2H1,1116.0
MEIS1,SPI1,1218.0
MEIS1,DDX20,1518.0
MEIS1,CENPK,1315.0
MEIS1,MYNN,1179.0
MEIS1,SP4,1249.0
MEIS1,NFAT5,1187.0
MEIS1,NFE2,1109.0
MEIS1,NR3C2,941.0
MEIS1,SOX6,1041.0
MEIS1,MAPK1,726.0
MEIS1,KLF3,849.0
MEIS1,TRPS1,631.0
MEIS1,REL,939.0
MEIS1,NFATC2,1057.0
MEIS1,PLAG1,983.0
MEIS1,MECOM,1001.0
MEIS1,ETS1,611.0
MEIS1,ZDHHC13,883.0
MEIS1,XRCC6,693.0
MEIS1,NR2C1,657.0
MEIS1,MCM2,786.0
MEIS1,MCM7,690.0
MEIS1,TSHZ3,690.0
MEIS1,ZBTB10,549.0
MEIS1,PPARGC1A,769.0
MEIS1,CNOT7,701.0
MEIS1,STAT3,470.0
MEIS1,GTF2E1,505.0
MEIS1,FOXO1,673.0
MEIS1,NFE2L2,616.0
MEIS1,AFF4,474.0
MEIS1,MAPK9,406.0
MEIS1,TOX4,502.0
MEIS1,TAF12,543.0
MEIS1,VDR,559.0
MEIS1,XRCC5,379.0
MEIS1,PBX1,513.0
MEIS1,RARB,374.0
MEIS1,RUVBL2,388.0
MEIS1,XAB2,425.0
MEIS1,CTR9,503.0
MEIS1,ZFP143,419.0
MEIS1,LMO4,504.0
MEIS1,POLR2B,487.0
MEIS1,TSC22D3,627.0
MEIS1,TCF12,434.0
MEIS1,RAD51,413.0
MEIS1,ZSCAN21,455.0
MEIS1,DCP1A,389.0
MEIS1,RNF4,296.0
MEIS1,RPA1,295.0
MEIS1,HCFC1,479.0
MEIS1,HMGB2,532.0
MEIS1,PA2G4,438.0
MEIS1,NUPR1,537.0
MEIS1,XRCC3,324.0
MEIS1,SNAPC3,460.0
MEIS1,ELL2,372.0
MEIS1,PHF10,271.0
MEIS1,IFI204,308.0
MEIS1,NR4A1,295.0
MEIS1,KDM6A,334.0
MEIS1,TRIB3,333.0
MEIS1,ZFP110,309.0
MEIS1,BUB3,305.0
MEIS1,BLZF1,276.0
MEIS1,ABL1,231.0
MEIS1,BTG2,232.0
MEIS1,RELB,248.0
MEIS1,MXD3,321.0
MEIS1,E2F8,359.0
MEIS1,FEM1B,296.0
MEIS1,HCLS1,325.0
MEIS1,RB1,290.0
MEIS1,CBFB,354.0
MEIS1,CBX7,275.0
MEIS1,JUN,289.0
MEIS1,ELP3,215.0
MEIS1,NRF1,191.0
MEIS1,PHB2,254.0
MEIS1,KLF6,279.0
MEIS1,TTF2,186.0
MEIS1,ABTB1,176.0
MEIS1,EBF1,452.0
MEIS1,NFATC1,315.0
MEIS1,GFI1B,289.0
MEIS1,ERCC8,254.0
MEIS1,VHL,224.0
MEIS1,ZZZ3,230.0
MEIS1,TAF1,216.0
MEIS1,RAD21,215.0
MEIS1,IKZF1,238.0
MEIS1,PRDM4,258.0
MEIS1,E2F4,203.0
MEIS1,MCM3,141.0
MEIS1,HDAC7,199.0
MEIS1,ELP2,257.0
MEIS1,ZFP36,201.0
MEIS1,POLR1B,232.0
MEIS1,RNF19A,175.0
MEIS1,MCM4,181.0
MEIS1,SNRPB,185.0
MEIS1,BMI1,166.0
MEIS1,TLR4,161.0
MEIS1,GTF2F1,182.0
MEIS1,BTAF1,162.0
MEIS1,RORA,197.0
MEIS1,MYC,157.0
MEIS1,MCM5,163.0
MEIS1,MCM6,160.0
MEIS1,ORC2,145.0
MEIS1,ESR1,179.0
MEIS1,APBB1,279.0
MEIS1,EYA2,266.0
MEIS1,TOPORS,139.0
MEIS1,SALL2,263.0
MEIS1,HDGF,155.0
MEIS1,CITED4,138.0
MEIS1,MIS18BP1,135.0
MEIS1,ZBTB43,258.0
MEIS1,TCF19,139.0
MEIS1,SATB1,246.0
MEIS1,SMAD2,141.0
MEIS1,CREB5,132.0
MEIS1,ZFP592,130.0
MEIS1,HNRNPAB,126.0
MEIS1,RUNX1T1,227.0
MEIS1,XPC,108.0
MEIS1,EPAS1,105.0
MEIS1,GFI1,192.0
MEIS1,DDX58,185.0
MEIS1,FOS,179.0
MEIS1,RUNX2,178.0
MEIS1,HDAC11,155.0
MEIS1,ZFP275,154.0
MEIS1,NFXL1,154.0
MEIS1,SLA2,152.0
MEIS1,ID2,152.0
MEIS1,IRF5,151.0
MEIS1,HDAC2,142.0
MEIS1,AHR,140.0
MEIS1,ZDHHC6,133.0
MEIS1,MEF2C,131.0
MEIS1,TTF1,125.0
MEIS1,ZEB2,124.0
MEIS1,DEK,122.0
MEIS1,SRSF1,114.0
MEIS1,MYB,112.0
MEIS1,AHCTF1,104.0
MYC,POLR1B,3225.0
MYC,HDGF,3183.0
MYC,TAF12,3057.0
MYC,MCM7,2696.0
MYC,ZZZ3,2707.0
MYC,STAT3,3077.0
MYC,SRSF1,2116.0
MYC,PA2G4,1826.0
MYC,XRCC6,2298.0
MYC,PWP1,2161.0
MYC,YBX1,2070.0
MYC,SMARCA2,1804.0
MYC,HNRNPAB,1682.0
MYC,RNF4,1581.0
MYC,GTF2H1,2098.0
MYC,NFE2L2,2031.0
MYC,XPC,1715.0
MYC,XRCC5,1702.0
MYC,HDAC2,1666.0
MYC,RUVBL2,1974.0
MYC,SNRPB,1596.0
MYC,PRDM4,2066.0
MYC,ZBTB10,1572.0
MYC,ELP2,1646.0
MYC,POLR2B,1760.0
MYC,WDR5,1373.0
MYC,PHB2,1685.0
MYC,NRF1,1338.0
MYC,AHCTF1,1796.0
MYC,PRDM5,2383.0
MYC,REXO4,1618.0
MYC,BTAF1,1495.0
MYC,TOPORS,1175.0
MYC,ORC2,1909.0
MYC,MAPK1,1106.0
MYC,ELP3,1743.0
MYC,MCM6,1321.0
MYC,NFXL1,1100.0
MYC,SMAD2,1290.0
MYC,DDX20,1066.0
MYC,RPA1,1034.0
MYC,TTF2,1289.0
MYC,RORC,1581.0
MYC,FEM1B,1134.0
MYC,ZBTB43,1002.0
MYC,ZDHHC6,1358.0
MYC,ERCC8,1198.0
MYC,MCM3,1308.0
MYC,GTF2E1,1027.0
MYC,MIS18BP1,1000.0
MYC,MXD3,932.0
MYC,TRPS1,1418.0
MYC,SNAPC3,1067.0
MYC,ABL1,1115.0
MYC,HCFC1,1299.0
MYC,ZKSCAN6,988.0
MYC,DCP1A,749.0
MYC,ZFP110,756.0
MYC,RAI14,1020.0
MYC,NFAT5,527.0
MYC,POLR3F,1254.0
MYC,PLAG1,960.0
MYC,NUPR1,1499.0
MYC,ZDHHC13,962.0
MYC,RPA2,1004.0
MYC,BLZF1,1001.0
MYC,SP4,865.0
MYC,E2F6,672.0
MYC,ZFP143,765.0
MYC,NFIA,931.0
MYC,E2F8,853.0
MYC,E2F4,761.0
MYC,BUB3,955.0
MYC,GFI1,1572.0
MYC,PHF10,789.0
MYC,REL,781.0
MYC,GTF2F1,690.0
MYC,ETS1,1119.0
MYC,HLF,1168.0
MYC,CNOT7,596.0
MYC,RUNX1T1,1312.0
MYC,MAPK9,691.0
MYC,MCM2,744.0
MYC,RAD51,625.0
MYC,IRF8,1573.0
MYC,ABTB1,873.0
MYC,XRCC3,716.0
MYC,MCM4,739.0
MYC,MEIS1,580.0
MYC,CBX7,1192.0
MYC,TOX4,574.0
MYC,JARID2,985.0
MYC,ZFP275,851.0
MYC,NFKBIA,784.0
MYC,MED16,760.0
MYC,NFE2,1450.0
MYC,CTR9,520.0
MYC,MYB,565.0
MYC,BTG2,616.0
MYC,TCF12,654.0
MYC,HMGB2,688.0
MYC,TTF1,483.0
MYC,LMO4,562.0
MYC,IRF1,492.0
MYC,CBFB,597.0
MYC,NR2C1,528.0
MYC,HIST1H1C,522.0
MYC,AFF4,824.0
MYC,VHL,537.0
MYC,NR4A1,652.0
MYC,KLF3,786.0
MYC,AHR,926.0
MYC,H1F0,536.0
MYC,RNF19A,660.0
MYC,GLIS2,552.0
MYC,CENPK,473.0
MYC,ZEB2,559.0
MYC,TCF19,466.0
MYC,DEK,678.0
MYC,MCM5,534.0
MYC,RAD21,374.0
MYC,MYNN,524.0
MYC,CREB5,480.0
MYC,HDAC11,804.0
MYC,ZKSCAN17,294.0
MYC,XAB2,448.0
MYC,MAPK12,571.0
MYC,TRIB3,462.0
MYC,KDM6A,411.0
MYC,PRDM16,467.0
MYC,NFATC1,522.0
MYC,APBB1,707.0
MYC,THRB,632.0
MYC,HDAC9,869.0
MYC,ID2,1544.0
MYC,TEAD2,574.0
MYC,EBF1,395.0
MYC,IRF5,980.0
MYC,TAF1,327.0
MYC,BMI1,578.0
MYC,RORA,506.0
MYC,RELB,388.0
MYC,FOXO1,277.0
MYC,HNF4A,990.0
MYC,ZFP592,307.0
MYC,SOX6,358.0
MYC,DDX58,334.0
MYC,NFATC2,564.0
MYC,GTF3C3,474.0
MYC,JUN,315.0
MYC,TEAD3,433.0
MYC,KLF6,438.0
MYC,MEF2C,575.0
MYC,TLR4,333.0
MYC,RARB,490.0
MYC,PBX1,649.0
MYC,ELF4,327.0
MYC,NOTCH1,394.0
MYC,RB1,548.0
MYC,ZSCAN21,260.0
MYC,IKZF1,338.0
MYC,IRF6,440.0
MYC,HDAC7,299.0
MYC,PPARGC1A,295.0
MYC,CITED4,355.0
MYC,RUNX2,278.0
MYC,ZFP30,261.0
MYC,SALL2,362.0
MYC,NR3C2,317.0
MYC,HOXA9,343.0
MYC,SPI1,387.0
MYC,VDR,355.0
MYC,HCLS1,368.0
MYC,EGR1,450.0
MYC,MECOM,349.0
MYC,FOS,494.0
MYC,ESR1,453.0
MYC,ZFP36,366.0
MYC,ELL2,370.0
MYC,EPAS1,257.0
MYC,GATA2,239.0
MYC,PML,375.0
MYC,KLF1,353.0
MYC,IFI204,215.0
MYC,SATB1,345.0
MYC,NCOA6,397.0
MYC,ZFP467,314.0
MYC,SLA2,371.0
MYC,TSHZ3,361.0
MYC,TSC22D3,209.0
MYC,CSRP3,253.0
MYC,GFI1B,181.0
MYC,ZBTB20,185.0
MYC,EYA2,277.0
MYC,EPOR,315.0
MYC,EYA1,184.0
MYC,MYCN,133.0
MYC,BATF2,128.0
MYC,ARID3B,120.0
MYC,SOX18,119.0
MYC,GATA1,113.0
NOTCH1,BUB3,1672.0
NOTCH1,PA2G4,1291.0
NOTCH1,SNAPC3,682.0
NOTCH1,GTF3C3,847.0
NOTCH1,DCP1A,435.0
NOTCH1,ZFP143,359.0
NOTCH1,RUVBL2,488.0
NOTCH1,PRDM4,494.0
NOTCH1,PLAG1,356.0
NOTCH1,XRCC3,471.0
NOTCH1,DDX20,393.0
NOTCH1,TRIB3,597.0
NOTCH1,CENPK,302.0
NOTCH1,POLR3F,414.0
NOTCH1,XPC,404.0
NOTCH1,ZDHHC13,431.0
NOTCH1,MCM4,388.0
NOTCH1,REXO4,451.0
NOTCH1,ERCC8,298.0
NOTCH1,AHCTF1,272.0
NOTCH1,HMGB2,326.0
NOTCH1,KLF6,335.0
NOTCH1,ORC2,305.0
NOTCH1,POLR1B,198.0
NOTCH1,HDAC7,242.0
NOTCH1,ZFP110,270.0
NOTCH1,MCM5,310.0
NOTCH1,HIST1H1C,258.0
NOTCH1,GTF2F1,221.0
NOTCH1,MAPK9,299.0
NOTCH1,ABL1,169.0
NOTCH1,XAB2,215.0
NOTCH1,HDAC2,299.0
NOTCH1,MIS18BP1,216.0
NOTCH1,E2F8,281.0
NOTCH1,TCF19,265.0
NOTCH1,PHB2,211.0
NOTCH1,RPA1,252.0
NOTCH1,CNOT7,285.0
NOTCH1,HDGF,265.0
NOTCH1,NFAT5,224.0
NOTCH1,SRSF1,200.0
NOTCH1,TOX4,197.0
NOTCH1,BLZF1,235.0
NOTCH1,NR3C2,250.0
NOTCH1,MED16,192.0
NOTCH1,YBX1,212.0
NOTCH1,HNRNPAB,204.0
NOTCH1,JARID2,272.0
NOTCH1,FEM1B,177.0
NOTCH1,RPA2,193.0
NOTCH1,GTF2H1,176.0
NOTCH1,XRCC6,201.0
NOTCH1,MCM6,191.0
NOTCH1,SP4,217.0
NOTCH1,GFI1,130.0
NOTCH1,ETS1,200.0
NOTCH1,RAD21,195.0
NOTCH1,TTF2,204.0
NOTCH1,ABTB1,190.0
NOTCH1,ZDHHC6,214.0
NOTCH1,RAD51,197.0
NOTCH1,SLA2,173.0
NOTCH1,TLE2,170.0
NOTCH1,MYNN,184.0
NOTCH1,ZZZ3,172.0
NOTCH1,STAT3,171.0
NOTCH1,BTG2,158.0
NOTCH1,TAF12,157.0
NOTCH1,RNF4,162.0
NOTCH1,RORC,155.0
NOTCH1,ID2,149.0
NOTCH1,SNRPB,150.0
NOTCH1,TAF1,147.0
NOTCH1,MYC,484.0
NOTCH1,NFKBIA,144.0
NOTCH1,MCM3,143.0
NOTCH1,NFE2,184.0
NOTCH1,NFXL1,175.0
NOTCH1,NRF1,172.0
NOTCH1,TOPORS,129.0
NOTCH1,SMARCA2,124.0
NOTCH1,AFF4,121.0
NOTCH1,GTF2E1,131.0
NOTCH1,ELP2,116.0
NOTCH1,PWP1,113.0
NOTCH1,WDR5,125.0
NOTCH1,H1F0,192.0
NOTCH1,REL,187.0
NOTCH1,POLR2B,174.0
NOTCH1,EYA1,172.0
NOTCH1,NDN,166.0
NOTCH1,FOXO1,159.0
NOTCH1,SMAD2,159.0
NOTCH1,ZKSCAN6,135.0
NOTCH1,RARB,125.0
NOTCH1,IRF8,122.0
NOTCH1,PRDM5,115.0
NOTCH1,TCF12,114.0
NOTCH1,CREB5,109.0
NOTCH1,KDM6A,107.0
NOTCH1,RNF19A,101.0
NOTCH1,EBF1,429.0
NR4A1,ZZZ3,855.0
NR4A1,TCF12,747.0
NR4A1,TLR4,749.0
NR4A1,CBX7,482.0
NR4A1,ABTB1,862.0
NR4A1,SPI1,716.0
NR4A1,XPC,337.0
NR4A1,BTG2,327.0
NR4A1,CNOT7,384.0
NR4A1,NFE2,522.0
NR4A1,MECOM,304.0
NR4A1,SPO11,317.0
NR4A1,DDX20,343.0
NR4A1,PHB2,400.0
NR4A1,SALL2,354.0
NR4A1,XAB2,295.0
NR4A1,NUPR1,230.0
NR4A1,FOS,164.0
NR4A1,DDX58,215.0
NR4A1,MIS18BP1,121.0
NR4A1,GFI1B,195.0
NR4A1,HDAC7,167.0
NR4A1,GTF2F1,221.0
NR4A1,ZDHHC13,171.0
NR4A1,GTF2H1,173.0
NR4A1,IRF5,290.0
NR4A1,HDGF,188.0
NR4A1,RELB,280.0
NR4A1,XRCC5,140.0
NR4A1,PRDM4,236.0
